track_id,artist,album,genre,energy,tempo,danceability,valence,acousticness,instrumentalness,speechiness,liveness
global_track_0,global_artist_0,global_album_0,Rock,0.3054838813975382,145.46510387938565,0.27678882875675415,0.2522682482403319,0.8123512519433446,0.6145881583616002,0.3063350198630031,0.24182243850892024
global_track_1,global_artist_1,global_album_1,Indie,0.18612425903978239,131.88814690758258,0.369260515265625,0.7929037469005911,0.7579954207400167,0.575550324693837,0.1204098878679245,0.4494185526657298
global_track_2,global_artist_2,global_album_2,Jazz,0.6251227608798187,142.44360096755625,0.33538884146696857,0.17641558666813656,0.9637386974054538,0.49797962166848436,0.6896133573594533,0.530595164075397
global_track_3,global_artist_3,global_album_3,Jazz,0.3316296317457744,120.40966991512373,0.30670812230926997,0.5494651969251413,0.5858194133242908,0.7494818440488593,0.26965037596992925,0.5076838059589285
global_track_4,global_artist_4,global_album_4,Rock,0.6235117992872942,158.5815031159028,0.1632832415804195,0.5156301309628554,0.534215394185287,0.8711963874976414,0.26369049170680975,0.6176879352379004
global_track_5,global_artist_5,global_album_5,Jazz,0.727398079264489,137.00940789801302,0.21611881378838999,0.46255431336014197,0.8737757127524686,0.43929688590958615,0.27855011175821326,0.4238905901628641
global_track_6,global_artist_6,global_album_6,Pop,0.4105807858934785,70.06002044923461,0.3509014383953035,0.7161765532115724,0.8586697205367304,0.7204910522122816,0.20285769921187077,0.123251678700729
global_track_7,global_artist_7,global_album_7,Indie,0.7053749565921655,128.88755795669894,0.36784568600065126,0.3444215739680931,0.7673439253102966,0.6668058969936835,0.21269897071415655,0.09144772804233196
global_track_8,global_artist_8,global_album_8,Hip-Hop,0.8756223119212998,143.51919428977845,0.44824075249937023,0.43257676635108316,0.7415499457646578,0.5148645547160374,0.11988895810472094,0.2773250497048743
global_track_9,global_artist_9,global_album_9,Pop,0.6873365695254333,111.32996344196349,0.11065664808169712,0.5809119949197066,0.37875727268781456,0.8322686424299658,0.07131446465159486,0.3110312307784962
global_track_10,global_artist_10,global_album_10,Rock,0.7769668009732723,123.78767618141798,0.41199994113717486,0.5586825125935739,0.6078890925279521,0.7625129522003696,0.3460031717393052,0.3643989701605256
global_track_11,global_artist_11,global_album_11,Pop,0.6156088064244575,101.61426015976778,0.5608810319564504,0.7998762176196367,0.9329261797221676,0.6081999182692548,0.5306892413371143,0.35898363054003873
global_track_12,global_artist_12,global_album_12,Electronic,0.6281460740725594,78.67123031809318,0.3508257975695939,0.3046191816747097,0.7843415935225637,0.8868699717272288,0.22731702180184232,0.27148419127722195
global_track_13,global_artist_13,global_album_13,Pop,0.07494046110865406,73.4886938720628,0.05530070465123049,0.6234098950455078,0.8731741559839982,0.9587477772290892,0.06163163073844574,0.26843047107308277
global_track_14,global_artist_14,global_album_14,Hip-Hop,0.7509765282843557,73.8879603879341,0.3975547375563506,0.53003513843577,0.6518429339532642,0.6735289105309348,0.21042158086499205,0.2913198562053726
global_track_15,global_artist_15,global_album_15,Pop,0.23043047682895257,140.07134227411598,0.1463000148007142,0.571074009760159,0.8198126373664545,0.8377235266752531,0.2748895781109766,0.22113424531944995
global_track_16,global_artist_16,global_album_16,Pop,0.5867599437210869,45.29154874871014,0.2801321323402924,0.5022384552202241,0.6580483919278639,0.8696740609958654,0.08234213846459791,0.35503812667321444
global_track_17,global_artist_17,global_album_17,Jazz,0.6530036016715765,100.00560219109556,0.0901153436619497,0.7085953297559331,0.873451264717453,0.6214604703611726,0.3291072256759394,0.16430699540195215
global_track_18,global_artist_18,global_album_18,Indie,0.7372000827259143,97.03040144263866,0.21058294213102768,0.5042914310322396,0.7967732426513129,0.8523514621904162,0.23154041511347492,0.4063850329977668
global_track_19,global_artist_19,global_album_19,Jazz,0.6418745722328542,111.53521392037607,0.5907322796438521,0.677675498857624,0.8445700728120425,0.694049044167346,0.15177785685563772,0.031680284105869684
global_track_20,global_artist_20,global_album_20,Pop,0.28897865241238446,64.30705350191391,0.21803840889076634,0.6140961826440521,0.7609879972962077,0.7846974052545329,0.0358238759411536,0.16187293796292995
global_track_21,global_artist_21,global_album_21,Pop,0.2755003372154346,132.11664284221857,0.2527128940391562,0.4199050627863696,0.7614369357853654,0.7756435022326542,0.29765321857656063,0.47911524738008887
global_track_22,global_artist_22,global_album_22,Rock,0.6107231773684175,81.80515817520303,0.11443819492583213,0.8741126571066103,0.5694655787424495,0.8153603014975588,0.3085858912430117,0.42192358910841293
global_track_23,global_artist_23,global_album_23,Rock,0.6758672173505835,153.97216622127806,0.20157263874063597,0.5880952105349063,0.7116811058925393,0.38387880984706807,0.2171766515193372,0.08091921297996939
global_track_24,global_artist_24,global_album_24,Pop,0.4539093610244655,101.34702937233503,0.46783614064188067,0.3063076307021438,0.5121604526231262,0.4149452589143726,0.3929102110941419,0.28869178446991034
global_track_25,global_artist_25,global_album_25,Indie,0.6733332700701217,117.13160929764238,0.10984426947889633,0.5500684458089016,0.4449317814318623,0.8314435919764083,0.4422762698173496,0.3766609295828084
global_track_26,global_artist_26,global_album_26,Pop,0.1248306852658633,120.11321569665618,0.29428851140980705,0.2937096068677917,0.8751841707657168,0.7815093760028421,0.14724081559205157,0.3815484029713965
global_track_27,global_artist_27,global_album_27,Pop,0.8227530170863895,127.32723158581716,0.09527897315940102,0.681288893440308,0.6813689240281012,0.6551808332360365,0.10350161337966099,0.5573581757740397
global_track_28,global_artist_28,global_album_28,Pop,0.6214413769774504,121.11043132488427,0.16634584861984036,0.7857528959334139,0.6040710998134063,0.5826434630101148,0.3939294878737311,0.2574442595909032
global_track_29,global_artist_29,global_album_29,Hip-Hop,0.6548740413130312,107.18668353802104,0.262408737187626,0.29536345771217465,0.8707232936813978,0.825461709436681,0.19006747196012475,0.11755030272938867
global_track_30,global_artist_30,global_album_30,Indie,0.6693206429493559,130.2914559208213,0.3256522256912769,0.10011111954135078,0.7198738512405732,0.37249052208973404,0.25323531838715585,0.10483995933442115
global_track_31,global_artist_31,global_album_31,Rock,0.6436214636909092,133.98441391484863,0.4727235010218368,0.1346696305639679,0.9148990589174212,0.7642686647866878,0.5882594544070111,0.07030381108826206
global_track_32,global_artist_32,global_album_32,Rock,0.10853347117748992,97.04595998671138,0.07431302752807235,0.8493860203205298,0.5846560249539462,0.5158297780195837,0.3786397010164138,0.22817594341221223
global_track_33,global_artist_33,global_album_33,Pop,0.400484448211326,132.79103456920672,0.4585697571789588,0.5117290268629192,0.7396477488795516,0.8342629453704492,0.11609107296284375,0.07598375555800596
global_track_34,global_artist_34,global_album_34,Jazz,0.42970441826974537,155.75160907205088,0.11890472752403078,0.62042724148783,0.7566953592139632,0.5270489590065882,0.12860142036945987,0.1277941192988488
global_track_35,global_artist_35,global_album_35,Jazz,0.12845684670792515,141.1768258831366,0.543409504888161,0.40915180633878556,0.5060781247762817,0.9172306855998712,0.3023890092512592,0.30174011188939104
global_track_36,global_artist_36,global_album_36,Hip-Hop,0.7505977477647261,147.97125724941563,0.35629685099571945,0.36300777376442317,0.8176012177331007,0.45003245365095107,0.3467295135140949,0.2592414025735922
